variate	stepChance	cumChance
0.000000	0.003964218229082	0.000000396421823
0.000100	0.003969139421075	0.000000793335765
0.000200	0.003972021333476	0.000001190537898
0.000300	0.003974666456696	0.000001588004544
0.000400	0.003977755470098	0.000001985780091
0.000500	0.003982543324326	0.000002384034423
0.000600	0.003989230697862	0.000002782957493
0.000700	0.003997223503869	0.000003182679844
0.000800	0.004005590696030	0.000003583238913
0.000900	0.004013772488234	0.000003984616162
0.001000	0.004021561358413	0.000004386772298
0.001100	0.004029035647540	0.000004789675863
0.001200	0.004036342037791	0.000005193310066
0.001300	0.004043660063696	0.000005597676073
0.001400	0.004051032583149	0.000006002779331
0.001500	0.004058398135615	0.000006408619145
0.001600	0.004065653643286	0.000006815184509
0.001700	0.004072812199738	0.000007222465729
0.001800	0.004079886541666	0.000007630454383
0.001900	0.004086885862595	0.000008039142969
0.002000	0.004093792143818	0.000008448522184
0.002100	0.004100642744525	0.000008858586458
0.002200	0.004107490300595	0.000009269335488
0.002300	0.004114377088735	0.000009680773197
0.002400	0.004121318870803	0.000010092905084
0.002500	0.004128314639974	0.000010505736548
0.002600	0.004135360375947	0.000010919272586
0.002700	0.004142454186143	0.000011333518004
0.002800	0.004149591821119	0.000011748477187
0.002900	0.004156764736019	0.000012164153660
0.003000	0.004163962156672	0.000012580549876
0.003100	0.004171173017081	0.000012997667178
0.003200	0.004178389362594	0.000013415506114
0.003300	0.004185607931512	0.000013834066907
0.003400	0.004192829563292	0.000014253349863
0.003500	0.004200055619712	0.000014673355425
0.003600	0.004207285761133	0.000015094084001
0.003700	0.004214517413307	0.000015515535743
0.003800	0.004221747777191	0.000015937710520
0.003900	0.004228975380230	0.000016360608058
0.004000	0.004236201151835	0.000016784228174
0.004100	0.004243427858250	0.000017208570959
0.004200	0.004250659479868	0.000017633636907
0.004300	0.004257900142309	0.000018059426922
0.004400	0.004265153634591	0.000018485942285
0.004500	0.004272422771406	0.000018913184562
0.004600	0.004279709199597	0.000019341155482
0.004700	0.004287013166759	0.000019769856799
0.004800	0.004294333686621	0.000020199290168
0.004900	0.004301668941344	0.000020629457062
0.005000	0.004309016917817	0.000021060358754
0.005100	0.004316375972763	0.000021491996351
0.005200	0.004323745224769	0.000021924370873
0.005300	0.004331124673272	0.000022357483341
0.005400	0.004338515185334	0.000022791334859
0.005500	0.004345918292672	0.000023225926688
0.005600	0.004353335831731	0.000023661260272
0.005700	0.004360769457928	0.000024097337217
0.005800	0.004368220312133	0.000024534159249
0.005900	0.004375688953129	0.000024971728144
0.006000	0.004383175560661	0.000025410045700
0.006100	0.004390680162278	0.000025849113716
0.006200	0.004398202745749	0.000026288933991
0.006300	0.004405743210596	0.000026729508312
0.006400	0.004413301295313	0.000027170838441
0.006500	0.004420876550038	0.000027612926096
0.006600	0.004428468384325	0.000028055772935
0.006700	0.004436076131646	0.000028499380548
0.006800	0.004443699114137	0.000028943750459
0.006900	0.004451336669400	0.000029388884126
0.007000	0.004458988161695	0.000029834782942
0.007100	0.004466652973748	0.000030281448240
0.007200	0.004474330498717	0.000030728881290
0.007300	0.004482020119022	0.000031177083302
0.007400	0.004489721183017	0.000031626055420
0.007500	0.004497432986363	0.000032075798719
0.007600	0.004505154767779	0.000032526314195
0.007700	0.004512885717215	0.000032977602767
0.007800	0.004520624992322	0.000033429665266
0.007900	0.004528371737738	0.000033882502440
0.008000	0.004536125109716	0.000034336114951
0.008100	0.004543884302697	0.000034790503381
0.008200	0.004551648571935	0.000035245668238
0.008300	0.004559417244716	0.000035701609963
0.008400	0.004567189723033	0.000036158328935
0.008500	0.004574965484167	0.000036615825484
0.008600	0.004582744087204	0.000037074099892
0.008700	0.004590525184646	0.000037533152411
0.008800	0.004598308534828	0.000037992983264
0.008900	0.004606094009321	0.000038453592665
0.009000	0.004613881594708	0.000038914980825
0.009100	0.004621671388573	0.000039377147964
0.009200	0.004629463592535	0.000039840094323
0.009300	0.004637258504848	0.000040303820173
0.009400	0.004645056514434	0.000040768325825
0.009500	0.004652858093567	0.000041233611634
0.009600	0.004660663786581	0.000041699678013
0.009700	0.004668474193085	0.000042166525432
0.009800	0.004676289948465	0.000042634154427
0.009900	0.004684111705351	0.000043102565597
0.010000	0.004691940119121	0.000043571759609
0.010100	0.004699775836981	0.000044041737193
0.010200	0.004707619489184	0.000044512499142
0.010300	0.004715471681178	0.000044984046310
0.010400	0.004723332986508	0.000045456379609
0.010500	0.004731203940281	0.000045929500003
